label,riverLabel,countryLabel
格林伍德縣,Greenwood County,United States of America
特里戈县,Trego County,United States of America
索姆奈县,Sumner County,United States of America
莫勒爾縣,Morrill County,United States of America
塔茲韋爾縣 (伊利諾伊州),Tazewell County,United States of America
勞倫斯縣 (伊利諾伊州),Lawrence County,United States of America
諾克斯縣 (伊利諾伊州),Knox County,United States of America
邱吉爾縣,Churchill County,United States of America
阿士塔布拉縣,Ashtabula County,United States of America
亞祖縣,Yazoo County,United States of America
卡温顿县,Covington County,United States of America
南斯縣,Nance County,United States of America
哈欽森縣,Hutchinson County,United States of America
安特里姆縣,Antrim County,United States of America
希奇科克縣,Hitchcock County,United States of America
普特南縣 (伊利諾伊州),Putnam County,United States of America
科派亞縣,Copiah County,United States of America
米德縣,Meade County,United States of America
羅克縣,Rock County,United States of America
道奇縣 (內布拉斯加州),Dodge County,United States of America
阿什兰县,Ashland County,United States of America
阿爾皮納縣,Alpena County,United States of America
哈姆林縣,Hamlin County,United States of America
基亞帕哈縣,Keya Paha County,United States of America
海恩茲縣,Hinds County,United States of America
珀爾里弗縣,Pearl River County,United States of America
莫里森縣 (明尼蘇達州),Morrison County,United States of America
林縣,Linn County,United States of America
芬尼縣,Finney County,United States of America
賴利縣,Riley County,United States of America
匹克威县,Pickaway County,United States of America
伯特縣,Burt County,United States of America
格里利縣 (內布拉斯加州),Greeley County,United States of America
斯通縣,Stone County,United States of America
沃爾沃思縣,Walworth County,United States of America
丹地縣,Dundy County,United States of America
威諾納縣 (明尼蘇達州),Winona County,United States of America
巴克斯岡縣,Box Butte County,United States of America
格雷戈里縣,Gregory County,United States of America
蒂尼卡縣,Tunica County,United States of America
薩利縣,Sully County,United States of America
道斯縣,Dawes County,United States of America
阿爾傑縣,Alger County,United States of America
阿瑟縣,Arthur County,United States of America
休倫縣,Huron County,United States of America
波蒂奇县,Portage County,United States of America
普特南縣,Putnam County,United States of America
哈里森縣,Harrison County,United States of America
渥太華縣,Ottawa County,United States of America
馬歇爾縣,Marshall County,United States of America
韋伯斯特縣,Webster County,United States of America
香農縣,Oglala Lakota County,United States of America
亞洛布沙縣,Yalobusha County,United States of America
基斯縣,Keith County,United States of America
本西縣,Benzie County,United States of America
斯蒂芬森縣,Stephenson County,United States of America
格拉德溫縣,Gladwin County,United States of America
班納縣,Banner County,United States of America
泰特縣,Tate County,United States of America
蔡斯縣 (內布拉斯加州),Chase County,United States of America
蘭金縣,Rankin County,United States of America
羅伯茨縣,Roberts County,United States of America
桑博恩縣,Sanborn County,United States of America
蓋奇縣,Gage County,United States of America
梅迪納縣,Medina County,United States of America
波特縣,Potter County,United States of America
盧普縣,Loup County,United States of America
德索托縣,DeSoto County,United States of America
歐塞奇縣,Osage County,United States of America
珀金斯縣,Perkins County,United States of America
牛頓縣,Newton County,United States of America
庫名縣,Cuming County,United States of America
森弗勞爾縣,Sunflower County,United States of America
史密斯縣,Smith County,United States of America
夏延縣,Cheyenne County,United States of America
傑勞爾德縣,Jerauld County,United States of America
大特拉弗斯縣,Grand Traverse County,United States of America
塞耶縣,Thayer County,United States of America
奧斯科達縣 (密西根州),Oscoda County,United States of America
希博伊根縣,Cheboygan County,United States of America
斯坦利縣,Stanley County,United States of America
斯平克縣,Spink County,United States of America
梅萊特縣,Mellette County,United States of America
漢德縣,Hand County,United States of America
特蘭西瓦尼亞縣 (北卡羅萊納州),Transylvania County,United States of America
盧斯縣,Luce County,United States of America
羅伯遜縣 (北卡羅萊納州),Robeson County,United States of America
萊曼縣,Lyman County,United States of America
蒙莫朗西縣 (密歇根州),Montmorency County,United States of America
高斯帕縣,Gosper County,United States of America
麥基諾縣,Mackinac County,United States of America
沃倫縣 (北卡羅萊納州),Warren County,United States of America
杜倫巴爾縣,Trumbull County,United States of America
迪法恩斯縣,Defiance County,United States of America
道生縣 (內布拉斯加州),Dawson County,United States of America
克勞德縣,Cloud County,United States of America
戈夫縣,Gove County,United States of America
賴斯縣,Rice County,United States of America
富爾頓縣,Fulton County,United States of America
尼歐肖縣,Neosho County,United States of America
李縣 (北卡羅萊納州),Lee County,United States of America
羅斯縣,Ross County,United States of America
休斯縣,Hughes County,United States of America
蘭道夫縣 (北卡羅萊納州),Randolph County,United States of America
瓦利縣 (內布拉斯加州),Valley County,United States of America
卡斯特縣 (內布拉斯加州),Custer County,United States of America
加菲爾德縣,Garfield County,United States of America
埃利斯縣,Ellis County,United States of America
契皮瓦縣,Chippewa County,United States of America
學托擴縣,Chautauqua County,United States of America
德爾塔縣,Delta County,United States of America
米切爾縣,Mitchell County,United States of America
里奇蘭縣,Richland County,United States of America
威廉斯縣 (俄亥俄州),Williams County,United States of America
第開特縣,Decatur County,United States of America
海德縣,Hyde County,United States of America
迪金森县,Dickinson County,United States of America
懷恩多特縣,Wyandot County,United States of America
桑德斯縣,Saunders County,United States of America
克萊蒙縣,Clermont County,United States of America
哈倫縣 (內布拉斯加州),Harlan County,United States of America
喬治縣,George County,United States of America
埃米特縣,Emmet County,United States of America
安蒂洛普縣,Antelope County,United States of America
巴拉加縣,Baraga County,United States of America
彭寧頓縣,Pennington County,United States of America
普拉特縣 (內布拉斯加州),Platte County,United States of America
海斯縣,Hayes County,United States of America
洛根縣,Logan County,United States of America
漢森縣,Hanson County,United States of America
溫斯頓縣,Winston County,United States of America
福克縣,Faulk County,United States of America
瑟內薩縣 (俄亥俄州),Seneca County,United States of America
福爾里弗縣,Fall River County,United States of America
皮爾斯縣 (內布拉斯加州),Pierce County,United States of America
穆迪縣,Moody County,United States of America
艾倫縣,Allen County,United States of America
艾奇遜縣,Atchison County,United States of America
胡克爾縣,Hooker County,United States of America
菲爾莫爾縣 (內布拉斯加州),Fillmore County,United States of America
貝爾蒙特縣,Belmont County,United States of America
蘇縣,Sioux County,United States of America
諾克蘇比縣,Noxubee County,United States of America
迪克森縣 (內布拉斯加州),Dixon County,United States of America
謝里敦縣 (內布拉斯加州),Sheridan County,United States of America
馬凱特縣,Marquette County,United States of America
切里縣,Cherry County,United States of America
加登縣,Garden County,United States of America
塔拉哈奇縣,Tallahatchie County,United States of America
希爾斯代爾縣,Hillsdale County,United States of America
薩皮縣,Sarpy County,United States of America
金斯伯里縣,Kingsbury County,United States of America
馬霍寧縣,Mahoning County,United States of America
考利縣,Cowley County,United States of America
里帕布利克縣,Republic County,United States of America
特拉華縣,Delaware County,United States of America
勒诺县 (北卡罗来纳州),Lenoir County,United States of America
斯庫克拉夫特縣,Schoolcraft County,United States of America
阿珀努斯县,Appanoose County,United States of America
理查森縣,Richardson County,United States of America
雅典縣,Athens County,United States of America
麥庫克縣,McCook County,United States of America
科菲縣,Coffey County,United States of America
彭德縣 (北卡羅萊納州),Pender County,United States of America
巴頓縣,Barton County,United States of America
巴特勒縣 (堪薩斯州),Butler County,United States of America
托德縣,Todd County,United States of America
拉什縣,Rush County,United States of America
巴伯縣,Barber County,United States of America
達克縣,Darke County,United States of America
阿勒纳克县,Arenac County,United States of America
雷德威洛縣 (內布拉斯加州),Red Willow County,United States of America
艾克縣,Elk County,United States of America
威爾金森縣,Wilkinson County,United States of America
迪金森縣,Dickinson County,United States of America
基威諾縣,Keweenaw County,United States of America
斯科茨布拉夫縣,Scotts Bluff County,United States of America
普雷斯克艾爾縣 (密西根州),Presque Isle County,United States of America
蒂勒爾縣 (北卡羅萊納州),Tyrrell County,United States of America
麥克多諾縣,McDonough County,United States of America
特納縣,Turner County,United States of America
錫達縣 (內布拉斯加州),Cedar County,United States of America
傑納西縣,Genesee County,United States of America
奧德班縣,Audubon County,United States of America
阿勒马基县,Allamakee County,United States of America
謝爾曼縣,Sherman County,United States of America
梅諾米尼縣,Menominee County,United States of America
艾昂縣,Iron County,United States of America
斯塔克縣 (伊利諾伊州),Stark County,United States of America
桑達斯基縣,Sandusky County,United States of America
科肖克頓縣,Coshocton County,United States of America
薩米特縣 (俄亥俄州),Summit County,United States of America
雷恩縣,Lane County,United States of America
默瑟縣,Mercer County,United States of America
绥城县,Q10474466,People's Republic of China
胶县,Q10490643,People's Republic of China
胶西县,Q10490800,People's Republic of China
膠水縣,Q10492148,People's Republic of China
般县,Q10497867,People's Republic of China
莫西县,Q10507515,People's Republic of China
获鹿县,Q10508593,People's Republic of China
诸县,Q10530234,People's Republic of China
神武县,Q10445350,People's Republic of China
秦岭县,Q10450859,People's Republic of China
秦臧县,Q10451226,People's Republic of China
绛县 (古代),Q10473859,People's Republic of China
绥定县,Q10474556,People's Republic of China
美相县,Q10481407,People's Republic of China
胜休县,Q10488342,People's Republic of China
莋秦县,Q10506366,People's Republic of China
莱阳县,Q10508255,People's Republic of China
襄阳县,Q10517255,People's Republic of China
谈稿县,Q10531364,People's Republic of China
贺县,Q10537746,People's Republic of China
贺水县,Q10537909,People's Republic of China
通北县,Q10550589,People's Republic of China
利柏提縣,Liberty County,United States of America
秋浦县,Q10449228,People's Republic of China
蒲阴县,Q10513652,People's Republic of China
真阳县,Q10437926,People's Republic of China
绥安县,Q10474512,People's Republic of China
神泉县,Q10445428,People's Republic of China
真定县,Q10437261,People's Republic of China
索卢县,Q10465764,People's Republic of China
绥来县,Q10474757,People's Republic of China
胙城县,Q10488258,People's Republic of China
莎川县,Q10506414,People's Republic of China
莫县,Q10506802,People's Republic of China
诸城县,Q10530260,People's Republic of China
谈指县,Q10531341,People's Republic of China
资阳县,Q10538774,People's Republic of China
真昌县,Q10437505,People's Republic of China
真符县,Q10437692,People's Republic of China
祖厉县,Q10444522,People's Republic of China
离石县,Q10448441,People's Republic of China
罗县,Q10477304,People's Republic of China
美原县,Q10479922,People's Republic of China
美阳县,Q10481561,People's Republic of China
般阳县,Q10497918,People's Republic of China
虔化县,Q10514312,People's Republic of China
蚕陵县,Q10514440,People's Republic of China
诸暨县,Q10530312,People's Republic of China
诺水县,Q10530928,People's Republic of China
资兴县,Q10538629,People's Republic of China
逎县,Q10550276,People's Republic of China
真源县,Q10437586,People's Republic of China
祐川县,Q10444437,People's Republic of China
祝阿县,Q10444895,People's Republic of China
绛邑县,Q10473932,People's Republic of China
绥越县,Q10474854,People's Republic of China
贺川县,Q10537807,People's Republic of China
通川县,Q10550718,People's Republic of China
祥符县,Q10445942,People's Republic of China
禹城县,Q10448206,People's Republic of China
离狐县,Q10448420,People's Republic of China
麥克道威縣 (北卡羅萊納州),McDowell County,United States of America
猶尼昂縣 (北卡羅萊納州),Union County,United States of America
吉里縣,Geary County,United States of America
亨德森縣 (北卡羅萊納州),Henderson County,United States of America
夏利華縣,Charlevoix County,United States of America
霍爾特縣 (內布拉斯加州),Holt County,United States of America
奧齊戈縣 (密歇根州),Otsego County,United States of America
華盛頓縣 (內布拉斯加州),Washington County,United States of America
莫弗特縣,Moffat County,United States of America
珀金斯縣 (內布拉斯加州),Perkins County,United States of America
克利爾克里克縣,Clear Creek County,United States of America
伍德縣,Wood County,United States of America
厄爾巴索縣,El Paso County,United States of America
戴維斯縣,Davis County,United States of America
里奇蒙縣 (北卡羅萊納州),Richmond County,United States of America
林肯縣 (北卡羅萊納州),Lincoln County,United States of America
多尼芬縣,Doniphan County,United States of America
安德森縣,Anderson County,United States of America
韋爾德縣,Weld County,United States of America
霍華德縣 (內布拉斯加州),Howard County,United States of America
穆爾縣 (北卡羅萊納州),Moore County,United States of America
迪比克縣,Dubuque County,United States of America
波特瓦特米縣,Pottawatomie County,United States of America
科曼奇縣,Comanche County,United States of America
穆爾縣,Moore County,United States of America
米索基县,Missaukee County,United States of America
蒙哥馬利縣 (俄亥俄州),Montgomery County,United States of America
米爾斯縣,Mills County,United States of America
麥空縣,McCone County,United States of America
沃邦西县,Wabaunsee County,United States of America
諾頓縣,Norton County,United States of America
福賽斯縣 (北卡羅萊納州),Forsyth County,United States of America
拉瑟福縣 (北卡羅萊納州),Rutherford County,United States of America
蓋茨縣 (北卡羅萊納州),Gates County,United States of America
沙賓縣,Sabine County,United States of America
利勒諾縣,Leelanau County,United States of America
史蒂文斯縣,Stevens County,United States of America
萊文沃思縣,Leavenworth County,United States of America
塞羅戈多縣,Cerro Gordo County,United States of America
得梅因縣,Des Moines County,United States of America
拉里默爾縣,Larimer County,United States of America
欣斯代爾縣,Hinsdale County,United States of America
艾伯特縣,Elbert County,United States of America
費爾普斯縣,Phelps County,United States of America
科羅拉多縣,Colorado County,United States of America
莫頓縣,Morton County,United States of America
卡爾卡斯卡縣,Kalkaska County,United States of America
戴維縣 (北卡羅萊納州),Davie County,United States of America
斯坦利縣 (北卡羅萊納州),Stanly County,United States of America
羅斯康芒縣,Roscommon County,United States of America
格里利縣,Greeley County,United States of America
凱厄瓦縣,Kiowa County,United States of America
哈珀縣,Harper County,United States of America
沃克縣,Walker County,United States of America
達拉斯縣,Dallas County,United States of America
戴維森縣 (北卡羅萊納州),Davidson County,United States of America
圓石縣,Boulder County,United States of America
布雷默縣,Bremer County,United States of America
查菲縣,Chaffee County,United States of America
伍德森縣,Woodson County,United States of America
布坎南縣,Buchanan County,United States of America
基特卡森縣,Kit Carson County,United States of America
羅斯福縣,Roosevelt County,United States of America
哥倫布縣 (北卡羅萊納州),Columbus County,United States of America
奥克兰县,Oakland County,United States of America
奧托縣,Otoe County,United States of America
弗蘭蒂爾縣 (內布拉斯加州),Frontier County,United States of America
拉瓦利縣,Ravalli County,United States of America
珀森縣 (北卡羅萊納州),Person County,United States of America
科蘇特縣,Kossuth County,United States of America
斯塔爾縣,Starr County,United States of America
波旁縣,Bourbon County,United States of America
蔡斯縣,Chase County,United States of America
艾奥斯科县,Iosco County,United States of America
梅克倫堡縣 (北卡羅萊納州),Mecklenburg County,United States of America
哈利法克斯縣 (北卡羅萊納州),Halifax County,United States of America
奥格莫县 (密歇根州),Ogemaw County,United States of America
斯坦頓縣,Stanton County,United States of America
柯里塔克縣 (北卡羅萊納州),Currituck County,United States of America
梅里克縣 (內布拉斯加州),Merrick County,United States of America
瓦利縣,Valley County,United States of America
薩里縣 (北卡羅萊納州),Surry County,United States of America
韋克斯福德縣,Wexford County,United States of America
馬尼斯蒂縣,Manistee County,United States of America
威爾遜縣,Wilson County,United States of America
波爾克縣 (北卡羅萊納州),Polk County,United States of America
巴爾韋德縣,Val Verde County,United States of America
聖奧古斯丁縣,San Augustine County,United States of America
麥克馬倫縣,McMullen County,United States of America
萬斯縣 (北卡羅萊納州),Vance County,United States of America
三一縣,Trinity County,United States of America
伊里昂縣,Irion County,United States of America
布萊克霍克縣,Black Hawk County,United States of America
杰斐逊县,Jefferson County,United States of America
济阳县 (古代),Q10384201,People's Republic of China
济阴县,Q10384248,People's Republic of China
浛洭县,Q10385270,People's Republic of China
浮护县,Q10385696,People's Republic of China
海丰县 (古代),Q10386002,People's Republic of China
爰戚县,Q10405208,People's Republic of China
狼孟县,Q10409557,People's Republic of China
留县,Q10427018,People's Republic of China
盐水县,Q10434240,People's Republic of China
薩頓縣,Sutton County,United States of America
浚仪县,Q10385143,People's Republic of China
浚遒县,Q10385208,People's Republic of China
浛光县,Q10385247,People's Republic of China
浮阳县,Q10385814,People's Republic of China
海门县,Q10387555,People's Republic of China
涂山县,Q10387567,People's Republic of China
弗里蒙特縣,Fremont County,United States of America
查塔姆縣,Chatham County,United States of America
多尔蒂县,Dougherty County,United States of America
菲利普斯縣,Phillips County,United States of America
里諾縣,Reno County,United States of America
塔拉迪加县,Talladega County,United States of America
盆允县,Q10433146,People's Republic of China
益昌县,Q10433535,People's Republic of China
盐官县,Q10434124,People's Republic of China
真乡县,Q10436904,People's Republic of China
坎伯蘭縣 (北卡羅萊納州),Cumberland County,United States of America
威爾遜縣 (北卡羅萊納州),Wilson County,United States of America
海德縣 (北卡羅萊納州),Hyde County,United States of America
諾克斯縣 (內布拉斯加州),Knox County,United States of America
克羅利縣,Crowley County,United States of America
多洛雷斯縣,Dolores County,United States of America
霍爾縣 (內布拉斯加州),Hall County,United States of America
埃利奧特縣,Elliott County,United States of America
卡梅倫縣,Cameron County,United States of America
基利斯比縣,Gillespie County,United States of America
格林縣 (北卡羅萊納州),Greene County,United States of America
吉爾平縣,Gilpin County,United States of America
安德魯斯縣,Andrews County,United States of America
格雷縣,Gray County,United States of America
甘尼森縣,Gunnison County,United States of America
魯克斯縣,Rooks County,United States of America
布拉佐里亞縣,Brazoria County,United States of America
本德堡縣,Fort Bend County,United States of America
杰克逊县 (佐治亚州),Jackson County,United States of America
伊格爾縣,Eagle County,United States of America
克莱顿县 (佐治亚州),Clayton County,United States of America
克萊頓縣,Clayton County,United States of America
瑟斯頓縣 (內布拉斯加州),Thurston County,United States of America
休斯敦县,Houston County,United States of America
斯特靈縣,Sterling County,United States of America
納科爾斯縣 (內布拉斯加州),Nuckolls County,United States of America
克雷文縣,Craven County,United States of America
卡尼縣 (內布拉斯加州),Kearney County,United States of America
加斯頓縣 (北卡羅萊納州),Gaston County,United States of America
泰勒縣,Taylor County,United States of America
萊昂縣,Leon County,United States of America
巴卡縣,Baca County,United States of America
梅薩縣,Mesa County,United States of America
本特縣,Bent County,United States of America
阿丘利塔縣,Archuleta County,United States of America
海斯縣,Hays County,United States of America
拉斯阿尼馬斯縣,Las Animas County,United States of America
拉普拉塔縣,La Plata County,United States of America
泰馬縣,Tama County,United States of America
貝勒縣,Baylor County,United States of America
韋爾法諾縣,Huerfano County,United States of America
凱內迪縣,Kenedy County,United States of America
杜瓦爾縣,Duval County,United States of America
格蘭德縣,Grand County,United States of America
特勒爾縣,Terrell County,United States of America
盐泉县,Q10434284,People's Republic of China
戈登縣,Gordon County,United States of America
济北县,Q10383814,People's Republic of China
济源县,Q10384188,People's Republic of China
浔阳 (古地名),Q10384511,People's Republic of China
海城县,Q10386875,People's Republic of China
海宁县,Q10387036,People's Republic of China
海山县,Q10387361,People's Republic of China
海澄县,Q10387530,People's Republic of China
涅县,Q10387571,People's Republic of China
錫達縣,Cedar County,United States of America
揚縣,Young County,United States of America
普洛韋斯縣,Prowers County,United States of America
狄道县,Q10408598,People's Republic of China
班氏县,Q10420031,People's Republic of China
皇化县,Q10431836,People's Republic of China
克里坦登縣,Crittenden County,United States of America
布萊恩縣,Blaine County,United States of America
索克县,Sac County,United States of America
比伯县,Bibb County,United States of America
奧特羅縣,Otero County,United States of America
杜普林縣 (北卡羅萊納州),Duplin County,United States of America
珠官县,Q10419462,People's Republic of China
盐城县,Q10434034,People's Republic of China
浈阳县,Q10383684,People's Republic of China
清河县 (江苏省),Q10392092,People's Republic of China
温阳县,Q10393406,People's Republic of China
布尤納維斯塔縣,Buena Vista County,United States of America
克里夫蘭縣 (北卡羅萊納州),Cleveland County,United States of America
甌寧縣,Q10423915,People's Republic of China
益都县,Q10433699,People's Republic of China
伯克縣,Burke County,United States of America
布兰科县,Blanco County,United States of America
弗里奧縣,Frio County,United States of America
拉瓦卡縣,Lavaca County,United States of America
戈爾登瓦利縣 (蒙大拿州),Golden Valley County,United States of America
艾達縣,Ida County,United States of America
羅恩縣 (北卡羅萊納州),Rowan County,United States of America
克利本县,Cleburne County,United States of America
薩米特縣,Summit County,United States of America
海平县,Q10387508,People's Republic of China
科斯蒂亞縣,Costilla County,United States of America
蒙提祖馬縣,Montezuma County,United States of America
富爾納斯縣 (內布拉斯加州),Furnas County,United States of America
新漢諾威縣,New Hanover County,United States of America
昂斯洛縣 (北卡羅萊納州),Onslow County,United States of America
新城县,Q18653550,People's Republic of China
圖姆斯縣,Toombs County,United States of America
薩沃奇縣,Saguache County,United States of America
福爾斯縣,Falls County,United States of America
坎普縣,Camp County,United States of America
安傑利納縣,Angelina County,United States of America
貝克縣,Baker County,United States of America
阿徹縣,Archer County,United States of America
蓟县,Q17499523,People's Republic of China
兴化县,Q18398202,People's Republic of China
長壽縣,Q17499784,People's Republic of China
弗洛伊德縣 (喬治亞州),Floyd County,United States of America
永安县,Q17163666,People's Republic of China
威爾金森縣 (喬治亞州),Wilkinson County,United States of America
眉山县,Q17040679,People's Republic of China
褒城县,Q17062607,People's Republic of China
重合县,Q17038807,People's Republic of China
沃思縣 (喬治亞州),Worth County,United States of America
南平縣,Q19852001,People's Republic of China
蕭山縣,Q19853644,People's Republic of China
喬萬縣 (北卡羅萊納州),Chowan County,United States of America
南充縣,Q19851995,People's Republic of China
启封县,Q17163649,People's Republic of China
临淄县,Q20062823,People's Republic of China
克伯森縣,Culberson County,United States of America
貝利縣,Bailey County,United States of America
克勞福德縣 (喬治亞州),Crawford County,United States of America
格拉斯卡克縣,Glascock County,United States of America
艾斯康比亞縣,Escambia County,United States of America
霍克利縣,Hockley County,United States of America
通道县,Q17059165,People's Republic of China
科菲县,Coffee County,United States of America
查圖加縣 (喬治亞州),Chattooga County,United States of America
查塔胡其縣,Chattahoochee County,United States of America
莫特利縣,Motley County,United States of America
聊城县,Q20063964,People's Republic of China
盤石縣,Q17162479,People's Republic of China
六合县,Q18381235,People's Republic of China
施萊縣,Schley County,United States of America
詹金斯縣,Jenkins County,United States of America
酃县,Q18663383,People's Republic of China
库萨县,Coosa County,United States of America
高郵縣,Q17498569,People's Republic of China
合肥县,Q19852092,People's Republic of China
科內霍斯縣,Conejos County,United States of America
伯尼特縣,Burnet County,United States of America
鮑伊縣,Bowie County,United States of America
阿拉帕霍縣,Arapahoe County,United States of America
塞奇威克縣,Sedgwick County,United States of America
海城县,Q17038494,People's Republic of China
努埃塞斯縣,Nueces County,United States of America
格雷迪縣 (奧克拉荷馬州),Grady County,United States of America
科布縣,Cobb County,United States of America
霍頓縣,Wharton County,United States of America
清溪縣,Q17038613,People's Republic of China
莱芜县,Q17161943,People's Republic of China
本溪县,Q19849988,People's Republic of China
克里縣 (奧克拉荷馬州),Creek County,United States of America
戴德縣 (喬治亞州),Dade County,United States of America
科尼卡县,Conecuh County,United States of America
赫德縣 (喬治亞州),Heard County,United States of America
克里夫蘭縣 (奧克拉荷馬州),Cleveland County,United States of America
黄安县,Q18119529,People's Republic of China
科尔伯特县,Colbert County,United States of America
博斯基縣,Bosque County,United States of America
奧斯汀縣,Austin County,United States of America
比縣,Bee County,United States of America
貝爾縣,Bell County,United States of America
卡图萨县,Catoosa County,United States of America
六安縣,Q18651647,People's Republic of China
无锡县,Q18653586,People's Republic of China
戈利亞德縣,Goliad County,United States of America
克林奇县,Clinch County,United States of America
查尔顿县,Charlton County,United States of America
阿拉莫薩縣,Alamosa County,United States of America
赫德福德縣,Hertford County,United States of America
龙门县,Q17062983,People's Republic of China
乐山县,Q19851770,People's Republic of China
太平县,Q18111426,People's Republic of China
潮阳县,Q17033676,People's Republic of China
解县,Q17066057,People's Republic of China
阳安县,Q17062039,People's Republic of China
哈里斯縣 (喬治亞州),Harris County,United States of America
范布倫縣,Van Buren County,United States of America
褒信县,Q17066782,People's Republic of China
乌江县,Q17163879,People's Republic of China
华亭县,Q17163680,People's Republic of China
咸宁县,Q17163660,People's Republic of China
普安县,Q17162475,People's Republic of China
永寧縣,Q17163700,People's Republic of China
永寧縣,Q17163706,People's Republic of China
永寧縣,Q17163708,People's Republic of China
蠡吾縣,Q17161945,People's Republic of China
陵水县,Q17161948,People's Republic of China
顺义县,Q17163756,People's Republic of China
布里斯科縣,Briscoe County,United States of America
格蘭特縣 (奧克拉荷馬州),Grant County,United States of America
凱厄瓦縣 (奧克拉荷馬州),Kiowa County,United States of America
马歇尔县,Marshall County,United States of America
傑斯帕縣 (愛阿華州),Jasper County,United States of America
加拿大人縣 (奧克拉荷馬州),Canadian County,United States of America
巴羅縣 (喬治亞州),Barrow County,United States of America
巴茨县,Butts County,United States of America
布洛克县,Bulloch County,United States of America
賽歐托縣,Scioto County,United States of America
馬里昂縣 (愛阿華州),Marion County,United States of America
米納勒爾縣,Mineral County,United States of America
南雄县,Q24841663,People's Republic of China
塔斯卡卢萨县,Tuscaloosa County,United States of America
奧格爾索普縣,Oglethorpe County,United States of America
蒂爾曼縣 (奧克拉荷馬州),Tillman County,United States of America
皮特金縣,Pitkin County,United States of America
廣濟縣,Q24686022,People's Republic of China
約翰斯頓縣 (奧克拉荷馬州),Johnston County,United States of America
金菲舍縣,Kingfisher County,United States of America
广通县,Q21041718,People's Republic of China
即墨县,Q28418703,People's Republic of China
平度县,Q28418704,People's Republic of China
遵义县,Q28413636,People's Republic of China
華盛頓縣 (愛阿華州),Washington County,United States of America
韋伯斯特縣 (愛阿華州),Webster County,United States of America
余杭县,Q24841660,People's Republic of China
米爾斯縣 (愛阿華州),Mills County,United States of America
萍鄉縣,Q28418732,People's Republic of China
鄞县,Q28418721,People's Republic of China
哈里森縣 (愛阿華州),Harrison County,United States of America
金壇縣,Q21042907,People's Republic of China
林肯縣 (喬治亞州),Lincoln County,United States of America
寿光县,Q24841356,People's Republic of China
新繁县,Q21018102,People's Republic of China
博登縣,Borden County,United States of America
洛文縣,Loving County,United States of America
阿姆斯特朗縣,Armstrong County,United States of America
李郡,Lee County,United States of America
加菲爾德縣 (奧克拉荷馬州),Garfield County,United States of America
米切爾縣 (愛阿華州),Mitchell County,United States of America
铜山县,Q24841486,People's Republic of China
哈珀縣 (奧克拉荷馬州),Harper County,United States of America
漢考克縣 (愛阿華州),Hancock County,United States of America
汉阳县,Q24841469,People's Republic of China
淮阴县,Q24841416,People's Republic of China
卡拉漢縣,Callahan County,United States of America
格里爾縣,Greer County,United States of America
格雷格縣,Gregg County,United States of America
狄更斯縣,Dickens County,United States of America
阿蘭瑟斯縣,Aransas County,United States of America
休斯縣 (奧克拉荷馬州),Hughes County,United States of America
布賴恩縣 (喬治亞州),Bryan County,United States of America
拉马尔县,Lamar County,United States of America
比佛縣 (奧克拉荷馬州),Beaver County,United States of America
洪堡縣 (愛阿華州),Humboldt County,United States of America
沃思縣 (愛阿華州),Worth County,United States of America
派克县,Pike County,United States of America
科曼奇县 (俄克拉何马州),Comanche County,United States of America
蒙哥马利县,Montgomery County,United States of America
范沃特縣,Van Wert County,United States of America
韋恩縣 (愛阿華州),Wayne County,United States of America
卡頓縣 (奧克拉荷馬州),Cotton County,United States of America
聖薩巴縣,San Saba County,United States of America
韋布縣,Webb County,United States of America
富阳县,Q24841664,People's Republic of China
蒲台縣,Q20064025,People's Republic of China
博平县,Q22099160,People's Republic of China
朝城县,Q22098940,People's Republic of China
华阳县,Q21017132,People's Republic of China
商县,Q24841661,People's Republic of China
汲縣,Q24841426,People's Republic of China
馬丁縣,Martin County,United States of America
吉姆霍格縣,Jim Hogg County,United States of America
宜昌县,Q24693561,People's Republic of China
鄖縣,Q24841702,People's Republic of China
陵县,Q24841729,People's Republic of China
紅河縣,Red River County,United States of America
金山县,Q24841309,People's Republic of China
伯利森縣,Burleson County,United States of America
克羅斯比縣,Crosby County,United States of America
巴斯特羅普縣,Bastrop County,United States of America
班德拉縣,Bandera County,United States of America
戴尔县,Dale County,United States of America
咸陽縣,Q24841340,People's Republic of China
巢县,Q24841767,People's Republic of China
掖县,Q24841406,People's Republic of China
西昌县,Q22099586,People's Republic of China
大冶县,Q21042909,People's Republic of China
邺县,Q28418646,People's Republic of China
凱縣 (奧克拉荷馬州),Kay County,United States of America
加文县 (俄克拉荷马州),Garvin County,United States of America
培根縣,Bacon County,United States of America
帕洛平托縣,Palo Pinto County,United States of America
蒙塔古縣,Montague County,United States of America
錫馬龍縣 (奧克拉荷馬州),Cimarron County,United States of America
格林縣,Glynn County,United States of America
融縣,Q20689028,People's Republic of China
布魯克斯縣,Brooks County,United States of America
莫羅縣,Morrow County,United States of America
薩姆特縣,Sumter County,United States of America
霍爾姆斯縣,Holmes County,United States of America
霍華德縣,Howard County,United States of America
南康县,Q22070250,People's Republic of China
贵池县,Q24841447,People's Republic of China
科克縣,Coke County,United States of America
科馬爾縣,Comal County,United States of America
克伦肖县,Crenshaw County,United States of America
厄尔利县,Early County,United States of America
哈蒙縣 (奧克拉荷馬州),Harmon County,United States of America
布莱克利县,Bleckley County,United States of America
