label,cityLabel
心智探奇,How the Mind Works
神之謎,God's Puzzle
神聖攀登的天梯,The Ladder of Divine Ascent
蟹略,Xielüe
美少女死神 還我H之魂！,"So, I Can't Play H?"
荊棘之城,Fingersmith
暢銷小說,Babylon Babies
田野、工厂和工场,"Fields, Factories and Workshops"
陶醉城堡,The Enchanted Castle
社会分工论,The Division of Labour in Society
Unix编程艺术,The Art of Unix Programming
全部成為F,Subete ga F ni Naru
明史,History of Ming
迷雾,Mist
吉爾·布拉斯,Gil Blas
交友论,Q3020348
普拉特羅和我,Platero
抓諜人,Spycatcher
地板下的小矮人,The Borrowers
红屋骑士,Le Chevalier de Maison-Rouge
不存在的女儿,The Memory Keeper's Daughter
奇点迫近,The Singularity Is Near
智商和全球不平等,IQ and Global Inequality
丁庄梦,Dream of Ding Village
三十九級臺階,The Thirty-Nine Steps
十月國度,The October Country
易碎物,Fragile Things
棋王,The Chess Master
联共（布）党史简明教程,The History of the Communist Party of the Soviet Union
水徒行紀,The Aquarian Gospel of Jesus the Christ
维基百科如何工作,How Wikipedia Works
迷霧之子：最後帝國,Mistborn: The Final Empire
小红马,The Red Pony
末日追殺,The Doomsday Conspiracy
草根媒體：部落格傳奇,We the Media
世界的碰撞,Worlds in Collision
安德的流亡,Ender in Exile
鹽的代價,The Price of Salt
意外的春天 (小說),The Sweet Hereafter
柳生忍法帖,Yagyū Ninpōchō
假情妇,La Fausse Maîtresse
心,Kokoro
银河系漫游指南,The Hitchhiker's Guide to the Galaxy
靈犬萊西,Lassie Come-Home
艺苑名人传,"Lives of the Most Excellent Painters, Sculptors, and Architects"
地理,Ashkharatsuyts
潘朶拉,Pandora
我的A級秘密,Can You Keep a Secret?
在天堂遇見的五個人,The Five People You Meet in Heaven
魔鬼出没的世界,The Demon-Haunted World
群書摘要,Bibliotheca
道里邦国志,Book of Roads and Kingdoms
菊夫人,Madame Chrysanthème
天使雕像,From the Mixed-Up Files of Mrs. Basil E. Frankweiler
總統先生,Mister President
藍火星,Blue Mars
風暴將臨,Rising Storm
Ourika,Ourika
骆驼祥子,Rickshaw Boy
4=71,Time for the Stars
天魔黑兔,A Dark Rabbit Has Seven Lives
罗马盛衰原因论,Considerations on the Causes of the Greatness of the Romans and their Decline
什麼是第三等級?,What Is the Third Estate?
魚類自然史,Histoire Naturelle des Poissons
超能奇兵,S-CRY-ed
大遺言集,Le Testament
夜班經理 (小說),The Night Manager
时间的女儿,The Daughter of Time
艰难一日：海豹六队击毙本·拉登行动亲历,No Easy Day
歷史決定論的貧困,The Poverty of Historicism
毛泽东私人医生回忆录,The Private Life of Chairman Mao
狗與剪刀必有用,Inu to Hasami wa Tsukaiyō
无知,Ignorance
大象的眼淚,Water for Elephants
八月的星期天,Q3028044
星期一故事集,Q2995580
第七個兒子 (小說),Seventh Son
活了100萬次的貓,Q3221115
傲慢與偏見與殭屍,Pride and Prejudice and Zombies
午夜追蹤,Midnight
造星者,Star Maker
消失量之鬼,The Analyst
中國的宗教：儒教與道教,The Religion of China: Confucianism and Taoism
德謨克利特的自然哲學和伊比鳩魯的自然哲學之區別,The Difference Between the Democritean and Epicurean Philosophy of Nature
我知道籠中的鳥兒緣何歌唱,I Know Why the Caged Bird Sings
女教论,Thoughts on the Education of Daughters
異世界聖機師物語,Tenchi Muyo! War on Geminar
诸神渴了,The Gods Are Athirst
蚊群,Mosquitoes
桑迪顿,Sanditon
當預言失敗時,When Prophecy Fails
三杯茶,Three Cups of Tea
偷影子的人,The Shadow Thief
奧拉克之手,Les Mains d'Orlac
小黑人桑波,The Story of Little Black Sambo
檀香刑,Tan xiang xing
米隆老爹,Le Père Milon
萤·烧谷仓·其他短篇,"Blind Willow, Sleeping Woman"
美聯社樣式書,AP Stylebook
寓言 (小说),A Fable
我是奧茲,I Am Ozzy
論禮物,The Gift
獵豹,The Leopard
狼圖騰,Wolf Totem
失落之城Z (書籍),The Lost City of Z
修道士 (小說),The Monk
勞拉的原型,The Original of Laura
最後一戰：蟲族肆虐,Halo: The Flood
玛丽,Mary
K-PAX,K-PAX
巨人杀手杰克,Jack the Giant Killer
山之音,The Sound of the Mountain
坤舆格致,De re metallica
坟墓的闯入者,Intruder in the Dust
人及其象徵,Man and His Symbols
卡城名蛙,The Celebrated Jumping Frog of Calaveras County
夏之女王,The Summer Queen
奇怪的戰敗,Strange Defeat
女身男人,The Female Man
桃色追捕令,Kiss the Girls
心的概念,The Concept of Mind
熱天午夜之慾望地帶,Midnight in the Garden of Good and Evil
神奇樹屋,Magic Tree House series
蟹工船,Kanikōsen
诉讼笔录,Le Procès-Verbal
對某飛行員的追憶,The Princess and the Pilot
灰燼之城：骸骨之城3,City of Ashes
綠火星,Green Mars
雨的祈禱,Prayers for Rain
遠西奇器圖說錄最,Diagrams and explanations of the wonderful machines of the Far West
神劍,The Dagger of Kamui
情慾凡爾賽,Q3230387
夜訪良辰鎮,Dead Until Dark
Facebook：性愛與金錢、天才與背叛交織的祕辛,The Accidental Billionaires
一种新科学,A New Kind of Science
一個稱義罪人的私下回憶錄與自白書,The Private Memoirs and Confessions of a Justified Sinner
提爾密濟聖訓集,Jami` at-Tirmidhi
西遊補,A Supplement to the Journey to the West
幽巡者,Twilight Watch
葛瑞恩亚文化,Gorean
獵狐人回憶錄,Memoirs of a Fox-Hunting Man
迷走超時空 i:異世界行者,InterWorld
面包与自由,The Conquest of Bread
黑暗的速度,The Speed of Dark
國協系列,Commonwealth Saga
控方证人,The Witness for the Prosecution and Other Stories
毛澤東的大饑荒：1958-1962年的中國浩劫史,Mao's Great Famine
旧制度与大革命,The Old Regime and the Revolution
罗伯特议事规则,Robert's Rules of Order
羅浮邁向成功之路,Rovering to Success
美國內戰 (著作),The Civil War in the United States
韓夫利少爺之鐘,Master Humphrey's Clock
A Nomad of the Time Streams三部曲,A Nomad of the Time Streams
第一透鏡人,First Lensman
史柯塔的太陽,The Scortas' Sun
凯恩与阿贝尔,Kane and Abel
奇普斯先生,"Goodbye, Mr. Chips"
小群诗歌,Little Flock hymnbook
美滿婚姻,A Good Marriage
豪华之女,The Prodigal Daughter
city of glass,City of Glass
南方大陸之行,A Voyage to Terra Australis
桃源二村,Walden Two
满洲候选人,The Manchurian Candidate
黑麋鹿如是說,Black Elk Speaks
火箭男孩们,Rocket Boys
擊劍大師,The Fencing Master
双雄记,Q3231653
孔雀東南飛,Q3228495
布裡索的歷史,Q3203535
来自中国北方的情人,Q3201748
高原生物学集刊第6集,Acta Biologica Plateau Sinica - Volume 6
掠夺者,The Reivers
没有指针的钟,Clock Without Hands
夏夜的人們,Ihmiset suviyössä
週末大行動,The Osterman Weekend
大車手,Big Driver
村子 (小說),The Hamlet
折焚柴記,Oritaku Shiba no Ki
論波蘭政府,Considerations on the Government of Poland
繪本百物語,Ehon Hyaku Monogatari
越史略,Đại Việt sử lược
公平延長,Fair Extension
步兵攻击,Infanterie Greift An
靈心小史,The Story of a Soul
人类灭绝之后的动物,After Man: A Zoology of the Future
星形廣場,La Place de l'Étoile
當不成勇者的我，只好認真找工作了。,"I Couldn’t Become a Hero, So I Reluctantly Decided to Get a Job."
閱讀資本論,Reading Capital
雜食動物的困惑,The Omnivore's Dilemma
棕國好狗,Brown Morning
天工开物,Tiangong Kaiwu
紅火星,Red Mars
說故事的女孩,The Story Girl
修女安魂曲,Requiem for a Nun
大明会典,Statutes of the Ming Dynasty
塵世權力,Earthly Powers
為約翰·布朗上校請願,A Plea for Captain John Brown
西方正典,The Western Canon: The Books and School of the Ages
奪橋遺恨 (小說),A Bridge Too Far
可怕的科学,Horrible Science
彩虹魚,Rainbow Fish
戴尔格林,Dhalgren
冰站（小說）,Ice Station
恨警察的人,Cop Hater
歷史刺繡人,Gathering Blue
大海，大海,"The Sea, the Sea"
龍與地下城怪獸圖鑑,Monster Manual
患難 (小說),Troubles
過往世紀的餘暉,The Remaining Signs of Past Centuries
天狼星之謎,The Sirius Mystery
男色大鑑,The Great Mirror of Male Love
教會史,History of the Church
Wang,Wang
大賣空,The Big Short
福,Foe
华盖集,Q3492135
证之于：爱,Q3562362
北京故事,Q3637519
時間漩渦,Vortex
午夜快車 (書籍),Midnight Express
愛是一種病,Delirium
歷史大全,The Complete History
梵谷傳,Lust for Life
大逃杀,Battle Royale
百歲老人翹家去,The Hundred-Year-Old Man Who Climbed Out the Window and Disappeared
班森謀殺案,The Benson Murder Case
像高尔德一样好,Good as Gold
錯誤之盒 (小說),The Wrong Box
Sadako和千纸鹤,Sadako and the Thousand Paper Cranes
黑水燈塔船,The Blackwater Lightship
彩虹螢火蟲 ～永遠的暑假～,Niji-Iro Hotaru: Eien no Natsu Yasumi
獨角獸 (電影),Nico the Unicorn
死亡審判,Trials of Death
安眠醫生,Doctor Sleep
電的歷史與現前狀態,The History and Present State of Electricity
摯友 (小說),Absolute Friends
不一致的不一致性,The Incoherence of the Incoherence
社會的麥當勞化,The McDonaldization of Society
洪堡的礼物,Humboldt's Gift
當我們談論愛情時我們在談論什麼,What We Talk About When We Talk About Love
再見寶貝，再見,"Gone, Baby, Gone"
恨，友谊，追求，爱情，婚姻,"Hateship, Friendship, Courtship, Loveship, Marriage"
魔幻玩具鋪,The Magic Toyshop
浮世畫家,An Artist of the Floating World
心靈機器時代,The Age of Intelligent Machines
怎样解题,How to Solve It
新巡者,New Watch
德蘇烏扎拉,Dersu Uzala
秀拉 (小说),Sula
愛是如此孩子氣,Q3786064
金色眼睛的映像,Reflections in a Golden Eye
狂人回忆录,Memoirs of a Madman
飯桌談話,Table Talk
黑與藍,Black & Blue
杖,Cane
內褲超人瘋狂大冒險,The Adventures of Captain Underpants
艾西莫夫聖經指南,Asimov's Guide to the Bible
杨氏直译本,Young's Literal Translation
蛇信與舌環,Snakes and Earrings
受地獄羈絆之心,The Hellbound Heart
預視力量,The Sight (Warriors)
新的世界,Arata-naru Sekai
苦行記,Roughing It
論人的責任,Duties of Man
明智的孩子,Wise Children
百大犯罪小說,The Top 100 Crime Novels of All Time
凯利帮真史,True History of the Kelly Gang
崔普家庭演唱團 (著作),The Story of the Trapp Family Singers
貓頭鷹守護神:逃離聖鬼鴞學院 (小說),Guardians of Ga'Hoole: The Capture
鏡子之家,Kyōko no Ie
編織網路：全球資訊網的原始設計與最終命運,Weaving the Web: The Original Design and Ultimate Destiny of the World Wide Web by its inventor
魔寵,The Familiars
反基督——彼得和阿列克塞,Peter and Alexis
東區女巫 (小說),Witches of East End
這漂亮的房間很空曠,The Beautiful Room Is Empty
絞刑架下的報告,Q3565934
一级恐惧,Primal Fear
朗姆混合酒 (小說),Rum Punch
四世同堂,Four Generations under One Roof
捨不得哥哥,Close to Leo
實證哲學教程,The Course in Positive Philosophy
沙拉克的恐懼,Scream of the Shalka
黑洞与时间弯曲,Black Holes and Time Warps
馬克思的幽靈,Specters of Marx
印度的發現,The Discovery of India
海上花列传,The Sing-song Girls of Shanghai
茶谱 (朱权),Cha Pu
阿拉伯通史,History of the Arabs
不死鳥與毯子,The Phoenix and the Carpet
女孩們如何建立帝國,How Girls Can Help to Build Up the Empire
爱的进程,The Progress of Love
貓頭鷹守護神：飛向蓋胡島神木 (小說),Guardians of Ga'Hoole: The Journey
雨王韓德森,Henderson the Rain King
两个女人的命运,Fortunata y Jacinta
新夏娃的激情,The Passion of New Eve
生活的藝術,The Importance of Living
鶇(電影),Goodbye Tsugumi
UNIX痛恨者手冊,The Unix-Haters Handbook
蒸餾製程設計,Distillation Design
語言帝國主義,Linguistic Imperialism
魔法學校,The Worst Witch
不在場證明,"""A"" Is for Alibi"
最長的一日 (書籍),The Longest Day
家畜人鴉俘,Q3571863
瞬間決斷,Blink
沉默 (小說),Silence
凱瑟琳（小說）,Katherine
龍與地下城初版,Original Dungeons & Dragons
暗店街,Missing Person
洛城四部曲,L.A. Quartet
高空走索人,The Man Who Walked Between the Towers
三侠五义,The Seven Heroes and Five Gallants
德罗纳篇,Drona Parva
天堂的玫瑰,Une rose au paradis
天选,The Selection
畜牧業的巨大陰影,Livestock's Long Shadow
一段情,The Go-Between
論藥物,De materia medica
好女人的爱情,The Love of a Good Woman
Eyckensis法典,Codex Eyckensis
男學生阿爾西比亞德斯,Alcibiades the Schoolboy
北方之星,The Shadow in the North
新牛津美國詞典,New Oxford American Dictionary
方舟櫻花號,The Ark Sakura
迷霧之子：永世英雄,Mistborn: The Hero of Ages
馬戲團之夜,Nights at the Circus
顫慄黑影,The Woman in Black
男孩,Boyhood: Scenes from Provincial Life
公开的秘密,Open Secrets
御宅族百科全書,The Otaku Encyclopedia
殭屍少女的災難,Aru Zombie Shōjo no Sainan
諸神的復活——列奧納多·達·芬奇,The Romance of Leonardo da Vinci
一公升的眼淚,1 Litre no Namida
松鼠胡來的故事,The Tale of Squirrel Nutkin
白色巨塔,Q3698899
山居歲月,My Side of the Mountain
英國單曲與專輯,British Hit Singles & Albums
未來之路,The Road Ahead
蠍子和費里克斯,Scorpion and Felix
哲學和自然之鏡,Philosophy and the Mirror of Nature
心理學原理,The Principles of Psychology
帕諾拉馬島綺譚,Q3786344
世界文明史,The Story of Civilization
尋愛,The Pursuit of Love
戰爭畫師,Q3795164
逃离,Runaway
以你的名字呼喚我,Call Me By Your Name
頭腦體操,Atama no Taisou
魔鬼講給孫子的故事,Beelzebub's Tales to His Grandson
Free as in Freedom:理查德·斯託曼的自由軟體志業,Free as in Freedom: Richard Stallman's Crusade for Free Software
四朝代,Four Reigns
超越巧克力戰爭,Beyond the Chocolate War
超越文明,Beyond Civilization
芝峰類說,Jibong yuseol
Griffier,"Griffier, Jan (DNB00)"
夜,At Night
家,The Family
扎法爾納馬,Zafarnama
青春紀行,Golden Time
把銀禧帶來,Bring the Jubilee
奇风岁月,Boy's Life
拥抱战败：二次大战后的日本人,Embracing Defeat
2030：发生在美国的真实故事,2030
薩邁拉的商人,Appointment in Samarra
孤注一擲 (1992年小說),"""I"" Is for Innocent"
情色殺機,"""K"" Is for Killer"
有生之年非玩不可的1001款游戏,1001 Video Games You Must Play Before You Die
異色狙殺,"""H"" Is for Homicide"
澳洲百大最佳專輯,100 Best Australian Albums
變調的審判,"""J"" Is for Judgment"
金色預謀,"""M"" Is for Malice"
萬曆十五年,"1587, a Year of No Significance"
10½章世界史,A History of the World in 10½ Chapters
光榮的家庭,A Gloriosa Família
UNIX環境高級編程,Advanced Programming in the Unix Environment
怒海劫 (書籍),A Captain's Duty
沙乡年鉴,A Sand County Almanac
焚书 (李贽),A Book to Burn
約瑟·A·溫特博士,A Doctor's Report on Dianetics
群山淡景,A Pale View of Hills
群人之子,A Son of the People
電磁通論,A Treatise on Electricity and Magnetism
政治秩序的起源,The Origins of Political Order
總會歸來 (小說),Always Coming Home
與世紀同行,With the Century
將軍與兒子,After the First Death
美國在心中,America Is in the Heart
AURA ～魔龍院光牙最後的戰鬥～,Aura: Maryūinkōga Saigo no Tatakai
北京人在纽约,Beijinger in New York
拂曉前,Before the Dawn
左派背叛,Betrayal of the Left
別相信任何人,Before I Go to Sleep
金粉世家,Q4844102
荒野之月,Alabama Moon
怪物來敲門,A Monster Calls
鲁滨逊·克鲁索的更远历险,The Farther Adventures of Robinson Crusoe
布罗克豪斯社交词典,Conversations-Lexikon mit vorzüglicher Rücksicht auf die gegenwärtigen Zeiten
諸神之死——叛教者尤里安,The Death of the Gods
歡喜冤家俏佳人,A Rather English Marriage
漫步華爾街,A Random Walk Down Wall Street
马桥词典,A Dictionary of Maqiao
南京大屠杀中的美国活菩萨,American Goddess at the Rape of Nanking
善的研究,An Inquiry into the Good
天使學,Angelology
浩歌江上,Along the Roaring River
白色榮光3 阿里阿德涅的子彈,Ariadne no Dangan
汀克溪的朝圣者,Pilgrim at Tinker Creek
誡命書,Book of Commandments
逍遙法外,"""O"" Is for Outlaw"
瞞天過海,"""B"" Is for Burglar"
元亨釋書,Q4153225
一抔土,A Handful of Dust
熊行者,Seekers
無畏之心,A Mighty Heart
再見Debussy,Q4844941
盜墓筆記,Daomu
抵抗白昼,Against the Day
天生禮物狂,The Life and Adventures of Santa Claus
今日諸事大吉,Honjitsu wa Taian Nari
事發的19分鐘,Nineteen Minutes
大著作,Opus Majus
物理之美,The Character of Physical Law
多事的十年,10 Eventful Years
殺意的圈套,"""N"" Is for Noose"
魅影殺手,"""G"" Is for Gumshoe"
狗的自述,A Dog's Tale
百万乱数表,"A Million Random Digits with 100,000 Normal Deviates"
穆勒名學,A System of Logic
美國貨幣史,A Monetary History of the United States
築就我們的國家：20世紀美國左派思想,Achieving Our Country
美生中国人,American Born Chinese
如人類怎樣思量,As a Man Thinketh
厄運連鎖,Bad Luck and Trouble
壞療法,Bad Therapy
成為毛夫人,Becoming Madame Mao
BROTHERS CONFLICT,Brothers Conflict
步步惊心 (桐华小说),Bu Bu Jing Xin
龐德女郎芳名錄,Bond Girls Are Forever
貝登堡,Baden-Powell
復仇女神的懲罰,Nemesis
再見，吾愛,"Farewell, My Lovely"
護身符 (小說),Amulet
独自和解,A Separate Peace
美式哥德風,American Gothic
煙與鏡,Smoke and Mirrors
兄弟 (小說),Brothers
鳥人 (小說),Birdman
一級玩家,Ready Player One
復仇：以色列隊反恐隊的真實故事,Vengeance: The True Story of an Israeli Counter-Terrorist Team
GANGSTA.,Gangsta.
希瑞·塔奇,Star Wars: Jedi Apprentice
月亮上的人,The Man in the Moone
佩涅罗珀记,The Penelopiad
俄羅斯資本主義的發展,The Development of Capitalism in Russia
再會的交響曲,The Farewell Symphony
最後一樁案子,Umney's Last Case
雪舞者,Dances on the Snow
冷觀世變,What the Dog Saw: And Other Adventures
關於拉森和我，有些事我想告訴你,"""There Are Things I Want You to Know"" About Stieg Larsson and Me"
魔界大開,Demon Apocalypse
出淤蓮花,A Lotus Grows in the Mud
召喚曼菲斯,A Summons to Memphis
心靈詭計,A Slight Trick of the Mind
粵音韻彙,A Chinese Syllabary Pronounced According to the Dialect of Canton
純數學教程,A Course of Pure Mathematics
革命之子,A Child of the Revolution
紅花俠的歷險,Adventures of the Scarlet Pimpernel
好龍集,An Instinct for Dragons
安南志略,An Nam chí lược
四月早晨,April Morning
大江大海一九四九,"Big River, Big Sea — Untold Stories of 1949"
柏林日記: 二戰駐德記者見聞 1934-1941,Berlin Diary
布魯克林,Brooklyn
張羽煮海,Q4444521
爆裂鼓手 (短片),Inherent Vice
白金數據,Q4844942
地狱,Inferno
史前北非,Prehistoric North Africa
流星·蝴蝶·剑,Liuxing Hudie Jian
101個有趣的哲學問題,101 Philosophy Problems
法外正義,"""L"" Is for Lawless"
鐵證如山,"""E"" Is for Evidence"
圣诞忆旧集,A Christmas Memory
國際象棋史,A History of Chess
我那特異的奶奶,A Long Way from Chicago
河上一周,A Week on the Concord and Merrimack Rivers
碎瓷片,A Single Shard
聖詩學典考,A Dictionary of Hymnology
那一年在奶奶家,A Year Down Yonder
鎖鎖美小姐@不好好努力,Sasami-san@Ganbaranai
古代社会,Ancient Society
錫蘭島的歷史關係,An Historical Relation of the Island Ceylon
Arve Rezzle─機器化的妖精們─,Aruvu Rezuru: Kikaijikake no Yōseitachi
無神論者的錯覺,Atheist Delusions
白发魔女传,Baifa Monü Zhuan
趣味生活简史,At Home: A Short History of Private Life
数字化生存,Being Digital
中国可以说不,China Can Say No
孽子,Crystal Boys
快乐影子之舞,Dance of the Happy Shades
狐狸那时已是猎人,Der Fuchs war damals schon der Jäger
謊言之日,Day of Deceit
西曼菲斯三人組,Devil's Knot: The True Story of the West Memphis Three
神不在的星期天,Kami-sama no Inai Nichiyōbi
读史方舆纪要,Dushi Fangyu Jiyao
無家可歸中學,The Homeless Student
精魂火祭,Feast of Souls
Freak the Mighty,Freak the Mighty
佛洛伊德和哲學,Freud and Philosophy
葬禮儀式,Funeral Rites
耶穌家族之墓,The Jesus Family Tomb
安培遜大族 (小說),The Magnificent Ambersons
海东诸国纪,Q5366252
GO!大暴走,Go
警覺的赫勒華德 (小說),Hereward the Wake
小心輕放,Handle With Care
伊坦·弗洛美,Ethan Frome
无解之心,Beast in View
藍星的預言,Bluestar's Prophecy
釋放不列顛,Britannia Unchained
內褲超人大戰吃人馬桶,Captain Underpants and the Attack of the Talking Toilets
買手套去,Buying Mittens
資本論·第三卷,"Capital, Volume III"
中国属灵需要的呼声,China's Spiritual Need and Claims
唐人街家庭,Chinatown Family
学习的条件,Conditions of Learning
一座小行星的飲食方式,Diet for a Small Planet
Dr. Tatiana給全球生物的性忠告,Dr Tatiana's Sex Advice to All Creation
白金版大地图,Earth Platinum
食黃蜂的人,Eater of Wasps
自由地之女,Fairyland's Beauty
漂泊手記,Fugitive Pieces
初來乍到：回憶錄,Fresh Off the Boat: A Memoir
喬治與大爆炸,George and the Big Bang
此地不宜久留（小說）,Gone Tomorrow
現代英文譯本,Good News Bible
閨閤叢書,Gyuhap chongseo
乐圣少女,Q5114950
風信帖,Q5295451
重現家園,Dawn
洶湧暗河,Dark River
一日重生,For One More Day
聖經百科,Encyclopaedia Biblica
紫禁城 (小說),Forbidden City
野蛮人柯南,Conan the Barbarian
許三觀賣血記,Chronicle of a Blood Merchant
血色土地,Bloodlands: Europe Between Hitler and Stalin
資本論·第二卷,"Capital, Volume II"
詹巴斯的時日之書,Chambers Book of Days
黑暗之境系列,Darkside
数据烟雾,Data Smog
意象派詩選,Des Imagistes
離題,Divagations
國王之死,Empire of Death
24重人格,First Person Plural: My Life As a Multiple
大力士经,Ogias the Giant
義憤填膺,Fear Is the Key
保衛馬克思,For Marx
自由灵魂,Freesouls
風兒不要來,Out of the Dust
鬼吹灯,Ghost Blows Out the Light
七寶座,Haft Awrang
はっぴぃセブン～ざ・テレビまんが～,Happy Seven
裕仁与现代日本的诞生,Hirohito and the Making of Modern Japan
赛博朋克,Cypherpunks
罪人,Guilty Men
暴雨悍將,Hangfire
深河,Deep River
無盡的戰爭,The Forever War
被出賣的台灣,Formosa Betrayed
夜班,Graveyard Shift
變身狼,Blood Beast
15歲的卡蜜拉,Camilla Dickinson
自然魔法萬年曆,Calendarium Naturale Magicum Perpetuum
毛線蟲,Capillaria
資本論·第一卷,"Capital, Volume I"
中国影帝温家宝,China's Best Actor: Wen Jiabao
代碼大全,Code Complete
聖經和合本,Chinese Union Version
科幻小說百科全書,The Encyclopedia of Science Fiction
大唐游俠傳,Datang Youxia Zhuan
龍與地下城城主指南,Dungeon Master's Guide
世界歷史百科全書,Encyclopedia of World History
永遠的菲蕾娜,Eternal Filena
蘭貴人,Empress Orchid
被天堂遺忘的孩子,Enrique's Journey
魔法科高中的劣等生,The Irregular at Magic High School
戰聲漸近,Fading Echoes
言论的边界,Freedom for the Thought That We Hate
喬凡尼的房間,Giovanni's Room
未知事物的天賦,Gifts of Unknown Things
歌門鬼城,Gormenghast
上帝与新物理学,God and the New Physics
上帝創造了整數,God Created the Integers
吉尼斯世界纪录游戏玩家版,Guinness World Records Gamer's Edition
华盛顿传,His Excellency: George Washington
火之魚,Hi no Sakana
數論史,History of the Theory of Numbers
臺灣外記,Q5157808
血之代價,Blood Price
英國國家處方集兒童版,British National Formulary for Children
內褲超人與恐怖的史屁多教授,Captain Underpants and the Perilous Plot of Professor Poopypants
拉克伦特堡,Castle Rackrent
天蝕遮月,Eclipse
中華百科全書,Chinese Encyclopedia
狄公案,Celebrated Cases of Judge Dee
聖經新譯本,Chinese New Version
離別的鋼琴奏鳴曲,Q5365507
一個環境戰士的自白,Confessions of an Eco-Warrior
偶然、反諷與團結：一個實用主義者的政治想像,"Contingency, Irony, and Solidarity"
倫敦郡計劃,County of London Plan
改变人生的大学,Colleges That Change Lives
货币战争,Currency Wars
民主及其批判,Democracy and Its Critics
獻辭,Dedication
心血运动论,Exercitatio Anatomica de Motu Cordis et Sanguinis in Animalibus
論基督教教義,De doctrina christiana
從此以後,Sorekara
至死方休（小說）,Die Trying
RDG 瀕危物種少女,RDG Red Data Girl
生态乌托邦之诞生,Ecotopia Emerging
萬國公法,Elements of International Law
農林,No-Rin
世界問題與人類潛能百科全書,Encyclopedia of World Problems and Human Potential
埃斯蘭情俠傳,Eric Brighteyes
傷物語,Kizumonogatari
培根配啥都美味,Everything Tastes Better with Bacon
尤弗依斯,Euphues
激情化學,Emotional Chemistry
南尼日利亚民间故事,Folk Stories from Southern Nigeria
饕客夥伴,Food Lover's Companion
那一代：可敬的开国元勋,Founding Brothers: The Revolutionary Generation
乡土中国,From the Soil
基因倫理,Genethics
消失的爱人,Gone Girl
哈佛女孩,Harvard Girl
蓋伯爾·歐克,Far from the Madding Crowd
同名小說,Election
谁带回了杜伦迪娜,Doruntine
赤色／羅曼史,Q5363151
黑色維納斯,Black Venus
獵殺紅色十月號,The Hunt for Red October
解放全世界,The World Set Free
中国历史地图 (1980年),Historical Atlas of China
梟之城,Fukurō no Shiro
晚安，月亮,Goodnight Moon
The Grimoire of Marisa,The Grimoire of Marisa
括地志,Kuodi Zhi
毛澤東：再解讀,Mao: A Reinterpretation
漫畫大全,Manga: The Complete Guide
一百萬隻貓,Millions of Cats
失控,"Out of Control: The New Biology of Machines, Social Systems, and the Economic World"
難經,Nan Jing
猪笼草科 (1873年专著),Nepenthaceae 1873 monograph
猪笼草科 (2001年专著),Nepenthaceae 2001 monograph
苏门答腊岛与西马来西亚的猪笼草,Nepenthes of Sumatra and Peninsular Malaysia
OSPD第四版,Official Scrabble Players Dictionary
我們最幸福：北韓人民的真實生活,Nothing to Envy
沒什麼如太陽,Nothing Like the Sun: A Story of Shakespeare's Love Life
正教研習本聖經,Orthodox Study Bible
牛津美食指南,Oxford Companion to Food
紅花俠與蘿絲瑪麗,Pimpernel and Rosemary
茶具图赞,Pictorial of Tea Ware
打工吧！魔王大人,The Devil Is a Part-Timer!
階序人,Homo Hierarchicus
化书,Huashu
日升之屋,House Made of Dawn
輸送現象 (書籍),Transport Phenomena
月球帝國,Imperial Moon
醫生的翻譯員,Interpreter of Maladies
當代聖經,The Living Bible
正義：一場思辨之旅,Justice: What's the Right Thing to Do?
殺死巴勃羅,Killing Pablo
塵封筆記本,Closed Note
彈跳先生,List of Mr. Men
天使望鄉,"Look Homeward, Angel"
愛上萊特,Loving Frank
台灣人四百年史,Modern History of Taiwanese in 400 Years
怪奇孤兒院,Miss Peregrine's Home of Peculiar Children
火星任務 (1955年小說),Mission to Mars
羅伯特先生 (小說),Mister Roberts
重返布莱兹海德庄园,Brideshead Revisited
新猪笼草,New Nepenthes
石油！,Oil!
一句顶一万句,One Sentence Is Ten Thousand Sentences
只是凡人,Only Human
我們的陽光,Our Sunshine
平行世界,Parallel Worlds
霸王槍,Q6578530
大高雄建設論與市的現勢,Q7245940
一個世界,One World
月童,Moonchild
盜夢偵探 (小說),Paprika
反叛者,Insurgent
政治經濟學原理,Principles of Political Economy
入侵宗教,Invading the Sacred
爱的药,Love Medicine
地狱游记,Journeys to the Under-World
七月的人民,July's People
木星效應,Jupiter Effect
KK音標,Kenyon and Knott
袋鼠・筆記,Kangaroo Notebook
一隻向後開槍的獅子：拉夫卡迪歐,Lafcadio: The Lion Who Shot Back
了凡四訓,Liao-Fan's Four Lessons
大唐雙龍傳,Story of the Twin Dragons of Great Tang
暗夜長影,Long Shadows
太空飛鼠展神威,Manxmouse
蛙 (莫言小说),Frog (novel)
琵琶记,Tale of the Pipa
数学：确定性的丧失,Mathematics: The Loss of Certainty
馬氏文通,Mashi Wentong
Mycelium Running,Mycelium Running
托特先生買了一千個眼睛,Mr. Tot Aĉetas Mil Okulojn
赫密士博物誌,Musaeum Hermeticum
細數繁星,Number the Stars
小飛俠在肯辛頓花園,Peter Pan in Kensington Gardens
地獄廚房 (小說),Hell's Kitchen
人性 (小說),Human Nature
福爾摩啥,Q6133959
城南舊事,My Memories of Old Beijing
蕭十一郎 (小說),Q6713181
河仙鎮協鎮鄚氏家譜,Q6764586
